UNK,Sentiment,Emotion
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,sadness
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
01111,positive,happy
11000,positive,happy
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
00111,neutral,neutral
00111,negative,worried
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
01101,negative,worried
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
01101,negative,worried
01101,negative,worried
01101,negative,worried
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
11101,negative,negative-other
11101,negative,negative-other
11101,negative,negative-other
01101,neutral,neutral
11101,negative,negative-other
11101,negative,worried
11101,negative,worried
11101,negative,worried
01101,neutral,neutral
01101,neutral,neutral
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
11101,positive,grateful
11101,neutral,neutral
11101,neutral,neutral
11101,neutral,neutral
11101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
11001,negative,anger
11000,negative,negative-other
11000,negative,negative-other
11001,negative,anger
11001,negative,anger
11000,negative,negative-other
11001,negative,anger
11001,negative,anger
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11001,negative,depress
11001,negative,depress
11001,negative,depress
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11001,negative,depress
11001,negative,depress
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,worried
11001,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
11000,negative,depress
11000,negative,depress
01101,neutral,neutral
01101,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
UNK,neutral,neutral
01101,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,negative,depress
11000,neutral,neutral
11000,neutral,neutral
11000,negative,depress
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,sadness
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,depress
11000,negative,depress
11000,negative,depress
01101,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,negative,negative-other
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01101,neutral,neutral
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01101,positive,positive-other
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01101,neutral,neutral
01101,neutral,neutral
01111,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
11000,negative,depress
11000,negative,depress
11000,negative,depress
11000,negative,depress
11000,negative,depress
11000,negative,depress
11000,negative,depress
11000,negative,depress
11000,negative,depress
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
11000,negative,depress
01101,neutral,neutral
11000,negative,depress
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
11000,negative,depress
01101,neutral,neutral
11000,negative,depress
01101,neutral,neutral
01101,neutral,neutral
01111,negative,astonished
01111,negative,astonished
01111,negative,astonished
01111,negative,astonished
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
11000,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
11000,negative,anger
00001,negative,anger
01101,negative,disgust
00001,negative,anger
00001,negative,anger
00001,negative,anger
01101,negative,disgust
01101,negative,disgust
01101,negative,disgust
01101,negative,disgust
00001,negative,anger
00001,negative,anger
00001,negative,anger
00001,negative,anger
01101,negative,anger
01101,negative,anger
00001,negative,anger
00001,negative,anger
00001,negative,anger
00001,negative,anger
01101,negative,anger
01101,negative,anger
01101,negative,anger
01101,negative,anger
01101,negative,anger
01101,negative,anger
01101,negative,anger
00001,negative,anger
01101,negative,anger
UNK,neutral,neutral
UNK,neutral,neutral
00111,negative,depress
UNK,neutral,neutral
00111,negative,depress
UNK,neutral,neutral
01111,negative,anger
01111,negative,anger
11000,neutral,neutral
01111,negative,anger
11000,neutral,neutral
01111,negative,anger
11000,neutral,neutral
01111,negative,anger
11000,negative,astonished
01111,negative,worried
01111,negative,worried
01111,negative,worried
11000,negative,astonished
01111,negative,worried
11000,negative,negative-other
01111,neutral,neutral
01111,neutral,neutral
11000,negative,depress
01111,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,depress
11000,negative,depress
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,positive,relaxed
11000,positive,relaxed
11000,positive,relaxed
UNK,positive,happy
11000,neutral,neutral
11000,neutral,neutral
UNK,positive,happy
UNK,positive,happy
11000,positive,happy
11000,positive,happy
01111,neutral,neutral
11000,positive,happy
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
11000,neutral,neutral
01111,neutral,neutral
11000,neutral,neutral
01111,positive,happy
01111,positive,happy
11000,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
11000,positive,happy
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
11000,neutral,neutral
01111,negative,worried
01111,negative,worried
01111,negative,worried
01111,negative,worried
01111,negative,worried
01111,negative,worried
11000,neutral,neutral
11000,neutral,neutral
01111,negative,worried
01111,negative,worried
01111,negative,worried
01111,negative,worried
01111,negative,worried
01111,negative,worried
01111,negative,worried
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,depress
01111,negative,depress
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,neutral,neutral
11000,neutral,neutral
01111,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,depress
11000,negative,depress
11000,negative,depress
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,positive,relaxed
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
01111,neutral,neutral
11000,negative,anger
01111,neutral,neutral
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,depress
UNK,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
UNK,positive,happy
UNK,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
UNK,positive,happy
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
11000,neutral,neutral
11000,neutral,neutral
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
11000,neutral,neutral
11000,neutral,neutral
UNK,positive,relaxed
UNK,positive,happy
11000,negative,negative-other
UNK,positive,happy
UNK,positive,happy
11000,negative,negative-other
11000,neutral,neutral
UNK,positive,happy
UNK,positive,happy
11000,negative,negative-other
11000,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,positive,happy
11000,neutral,neutral
11000,neutral,neutral
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,positive,relaxed
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,negative,astonished
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,positive,happy
11000,positive,happy
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,positive,positive-other
11000,positive,positive-other
11000,positive,positive-other
11000,positive,positive-other
UNK,positive,positive-other
11000,negative,astonished
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,positive,positive-other
UNK,positive,relaxed
UNK,positive,relaxed
11000,positive,positive-other
UNK,positive,relaxed
11000,neutral,neutral
UNK,positive,relaxed
UNK,positive,relaxed
UNK,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,positive,happy
UNK,neutral,neutral
11000,positive,happy
11000,neutral,neutral
11000,neutral,neutral
UNK,negative,negative-other
UNK,negative,negative-other
11000,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
11000,positive,happy
01111,positive,happy
11000,positive,happy
01111,positive,happy
01111,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
01111,positive,happy
11000,negative,negative-other
11000,negative,negative-other
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11000,negative,negative-other
11000,negative,negative-other
01111,negative,negative-other
11000,negative,worried
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11000,negative,worried
01111,positive,relaxed
01111,positive,relaxed
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,negative,worried
01111,neutral,neutral
01111,neutral,neutral
11000,negative,astonished
01111,neutral,neutral
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,negative,worried
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
01111,negative,negative-other
11000,negative,depress
11000,negative,depress
11000,negative,depress
01111,positive,happy
11001,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
11001,negative,astonished
11001,negative,astonished
01101,positive,relaxed
01101,positive,relaxed
11001,negative,astonished
11001,negative,astonished
11001,negative,astonished
01101,positive,relaxed
01101,positive,relaxed
01101,positive,relaxed
01101,positive,relaxed
01101,positive,relaxed
11001,neutral,neutral
11001,neutral,neutral
01101,positive,relaxed
01101,positive,relaxed
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
01101,positive,relaxed
11001,neutral,neutral
11001,negative,anger
11001,negative,anger
11001,negative,anger
01111,neutral,neutral
11001,negative,anger
01111,neutral,neutral
01111,neutral,neutral
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
01111,negative,worried
01111,negative,worried
01111,negative,worried
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
11001,negative,anger
01111,negative,depress
01111,negative,depress
11001,negative,anger
11001,negative,anger
11001,negative,anger
01111,negative,anger
11001,negative,anger
11001,negative,anger
00111,neutral,neutral
11001,negative,negative-other
00111,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
00111,neutral,neutral
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,neutral,neutral
UNK,positive,happy
11000,neutral,neutral
UNK,positive,happy
UNK,positive,happy
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
11000,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
11000,neutral,neutral
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
11000,negative,worried
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
UNK,positive,happy
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,negative,worried
01111,negative,astonished
11000,negative,worried
11000,negative,worried
01111,negative,astonished
01111,neutral,neutral
01111,neutral,neutral
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,negative,worried
01111,negative,astonished
01111,negative,astonished
11000,negative,worried
11000,negative,worried
01111,negative,worried
01111,negative,worried
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,neutral,neutral
11000,negative,worried
11000,neutral,neutral
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,worried
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,negative,worried
11000,negative,negative-other
11000,negative,worried
11000,negative,negative-other
11000,neutral,neutral
01111,neutral,neutral
11000,neutral,neutral
01111,neutral,neutral
11000,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11001,positive,happy
11001,positive,happy
11001,positive,happy
01101,positive,relaxed
01101,positive,relaxed
01101,positive,relaxed
01101,positive,relaxed
01101,positive,relaxed
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
01101,positive,happy
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
01101,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,negative,sadness
11001,negative,sadness
11001,negative,sadness
11001,negative,sadness
11001,negative,sadness
01101,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
01101,positive,happy
01101,positive,happy
01111,positive,happy
01111,positive,happy
01101,positive,happy
11001,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
11001,negative,depress
11001,negative,depress
11001,negative,depress
11001,negative,depress
01111,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
01101,neutral,neutral
01111,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01101,neutral,neutral
01101,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
01101,neutral,neutral
01101,neutral,neutral
01111,negative,astonished
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
01111,positive,happy
11001,negative,astonished
01111,positive,happy
01111,positive,happy
01111,positive,happy
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,negative,depress
11001,negative,depress
11001,negative,depress
11001,negative,depress
11001,negative,depress
11001,negative,depress
11001,negative,depress
11001,negative,depress
11001,negative,depress
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
01111,negative,sadness
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
11001,negative,negative-other
01111,negative,sadness
01111,negative,sadness
01111,negative,sadness
01111,negative,sadness
01111,negative,sadness
01111,negative,sadness
11001,negative,depress
11001,negative,depress
11001,negative,depress
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
11001,negative,negative-other
01111,negative,anger
11001,negative,negative-other
01111,neutral,neutral
11001,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11001,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
01101,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01101,negative,negative-other
01101,negative,negative-other
01101,negative,negative-other
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01101,negative,negative-other
01101,negative,negative-other
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01101,negative,negative-other
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01101,negative,negative-other
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01111,negative,depress
01101,negative,negative-other
01101,negative,negative-other
01101,negative,negative-other
11000,neutral,neutral
00111,neutral,neutral
11000,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
11000,neutral,neutral
00111,neutral,neutral
11000,positive,happy
00111,neutral,neutral
00111,neutral,neutral
11000,positive,happy
11000,positive,happy
11000,positive,happy
00111,neutral,neutral
11000,positive,happy
00111,positive,happy
11000,positive,happy
11000,positive,happy
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
11000,positive,happy
11000,positive,happy
00111,neutral,neutral
11000,positive,happy
11000,positive,happy
11000,positive,happy
00111,positive,happy
11000,positive,happy
00111,neutral,neutral
11000,positive,happy
11000,positive,happy
00111,negative,worried
00111,negative,worried
00111,negative,worried
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
00111,neutral,neutral
00111,neutral,neutral
11000,positive,happy
11000,positive,happy
00111,neutral,neutral
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
11000,positive,happy
11000,positive,happy
00111,negative,worried
00111,negative,worried
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
00111,negative,worried
00111,negative,worried
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
00111,negative,worried
00111,negative,worried
11000,positive,happy
11000,positive,happy
00111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11001,negative,anger
11001,negative,anger
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11001,negative,depress
11001,negative,depress
01111,neutral,neutral
01111,neutral,neutral
11001,negative,depress
11001,negative,depress
01111,negative,anger
11001,negative,depress
11000,negative,negative-other
11000,negative,negative-other
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,negative,negative-other
11000,positive,happy
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,negative,negative-other
11000,negative,negative-other
11000,positive,happy
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,negative,worried
01111,positive,relaxed
